Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,Weekday,Month,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6
148.828353112183,0.48046985529040537,0.8129472248902899,1.0888309310001183,20.0,0.0,0,7,False,False,False,False,False
159.79375714468,-0.6550389080035429,0.7400320782087856,-0.2110506780081974,61.0,0.0,1,7,False,False,False,False,False
111.885593514353,0.8589727763883881,1.2625906294262341,-1.25095596521485,61.0,0.0,2,7,False,False,False,False,False
168.864940979931,0.8589727763883881,0.9535692934903346,-0.9909796434131868,20.0,0.0,3,7,False,False,False,False,False
171.280754117955,0.10196693419242261,1.1098160363792728,0.3089019655951289,61.0,0.0,4,7,False,False,False,False,False
174.552359998476,-1.790547671297491,0.9691939677792281,-0.7310033216115237,61.0,0.0,5,7,False,False,False,False,False
92.6377553788373,-1.790547671297491,1.304256427529951,-0.47102699980986057,61.0,0.0,6,7,False,False,False,False,False
135.500244042392,-1.790547671297491,1.4917525189966772,-0.2110506780081974,5.0,0.0,0,7,False,False,False,False,False
136.048382778344,-1.790547671297491,1.5681398155201576,-0.7310033216115237,61.0,0.0,1,7,False,False,False,False,False
135.132314289581,-1.0335418291015257,1.069886313196544,0.568878287396792,5.0,0.0,2,7,False,False,False,False,False
138.549392636714,-1.790547671297491,1.304256427529951,0.3089019655951289,5.0,0.0,3,7,False,False,False,False,False
101.447511461298,-1.790547671297491,1.1532179094039778,-0.9909796434131868,61.0,0.0,4,7,False,False,False,False,False
141.233309883732,-1.4120447501995084,1.130648935431131,0.3089019655951289,61.0,0.0,5,7,False,False,False,False,False
112.524365708762,0.10196693419242261,0.7921143258384317,1.0888309310001183,5.0,0.0,6,7,False,False,False,False,False
161.264677322182,0.48046985529040537,0.9379446192014407,0.3089019655951289,61.0,0.0,0,7,False,False,False,False,False
116.821358174215,-1.4120447501995084,1.278215303715128,-0.2110506780081974,61.0,0.0,1,7,False,False,False,False,False
150.572919592838,0.10196693419242261,1.4622392453398774,-0.7310033216115237,61.0,0.0,2,7,False,False,False,False,False
101.90072129658,-1.4120447501995084,1.5646676656781815,0.048925643793465735,5.0,0.0,3,7,False,False,False,False,False
161.63511518654,-0.6550389080035429,1.457031020576913,1.3488072528017814,5.0,0.0,4,7,False,False,False,False,False
134.328076682024,-1.790547671297491,1.5559872910732404,-0.7310033216115237,61.0,0.0,5,7,False,False,False,False,False
66.2887578161955,-1.790547671297491,1.998686395925232,-0.7310033216115237,61.0,0.0,6,7,False,False,False,False,False
131.223948997842,-1.790547671297491,1.9604927476634917,-0.47102699980986057,61.0,0.0,0,7,False,False,False,False,False
110.315246796665,-1.790547671297491,1.8007738549325767,0.3089019655951289,61.0,0.0,1,7,False,False,False,False,False
141.891908195545,-0.6550389080035429,1.6792486104634026,0.048925643793465735,61.0,0.0,2,7,False,False,False,False,False
167.701216640907,-1.0335418291015257,1.5420986917053345,-0.47102699980986057,61.0,0.0,3,7,False,False,False,False,False
147.272084366206,-0.6550389080035429,2.121947715315394,-1.25095596521485,61.0,0.0,4,7,False,False,False,False,False
161.403357795112,-1.4120447501995084,1.9691731222684326,-0.2110506780081974,61.0,0.0,5,7,False,False,False,False,False
86.0791432446654,-0.27653598690556014,1.7920934803276358,0.568878287396792,61.0,0.0,6,7,False,False,False,False,False
183.564164400591,-1.4120447501995084,1.5004328936016182,-0.2110506780081974,61.0,0.0,0,7,False,False,False,False,False
132.111640117897,0.10196693419242261,1.2625906294262341,0.568878287396792,21.0,0.0,1,7,False,False,False,False,False
144.745431773143,0.10196693419242261,1.1514818344829891,1.3488072528017814,65.0,0.0,2,7,False,False,False,False,False
157.854023011106,0.48046985529040537,1.5855005647300398,-0.9909796434131868,21.0,0.0,3,8,False,False,False,False,False
117.359342094889,-1.790547671297491,2.7017967389254536,-0.9909796434131868,61.0,0.0,4,8,False,False,False,False,False
186.027178770079,-0.27653598690556014,1.5802923399670754,0.048925643793465735,63.0,0.0,5,8,False,False,False,False,False
104.708216687715,-0.6550389080035429,1.5368904669423702,-0.7310033216115237,61.0,0.0,6,8,False,False,False,False,False
146.775309890073,-1.790547671297491,1.9188269495597747,-0.2110506780081974,61.0,0.0,0,8,False,False,False,False,False
131.956277381283,0.10196693419242261,1.4223095221571491,0.568878287396792,61.0,0.0,1,8,False,False,False,False,False
160.593417296116,-0.27653598690556014,1.003915466198992,-0.7310033216115237,61.0,0.0,2,8,False,False,False,False,False
153.099424561652,0.8589727763883881,0.6931580553421044,0.3089019655951289,20.0,0.0,3,8,False,False,False,False,False
125.620344387906,-0.27653598690556014,1.1601622090879302,-0.2110506780081974,21.0,0.0,4,8,False,False,False,False,False
185.177162656408,0.8589727763883881,1.024748365250851,0.3089019655951289,61.0,0.0,5,8,False,False,False,False,False
73.2088330039992,0.8589727763883881,0.6115625340556586,-0.47102699980986057,61.0,0.0,6,8,False,False,False,False,False
154.504729536697,0.8589727763883881,0.6202429086605996,0.048925643793465735,63.0,0.0,0,8,False,False,False,False,False
134.064451548102,-0.6550389080035429,0.6132986089766467,1.3488072528017814,95.0,0.0,1,8,False,False,False,False,False
156.972510536869,-0.27653598690556014,0.8719737722038888,1.8687598964051078,61.0,0.0,2,8,False,False,False,False,False
164.763795399756,-0.6550389080035429,1.0855109874854378,-0.7310033216115237,61.0,0.0,3,8,False,False,False,False,False
147.79799759804,-0.27653598690556014,1.6098056136238745,0.048925643793465735,0.0,0.0,4,8,False,False,False,False,False
221.630418006017,0.48046985529040537,1.18967548274473,-0.9909796434131868,0.0,0.0,5,8,False,False,False,False,False
92.489778506026,0.8589727763883881,0.917111720149582,-0.2110506780081974,63.0,0.0,6,8,False,False,False,False,False
145.87913275728,0.10196693419242261,0.9032231207816767,-0.7310033216115237,61.0,0.0,0,8,False,False,False,False,False
111.842396126739,0.8589727763883881,0.8042668502853488,-0.7310033216115237,61.0,0.0,1,8,False,False,False,False,False
125.336522713024,0.10196693419242261,1.130648935431131,-0.7310033216115237,61.0,0.0,2,8,False,False,False,False,False
132.916428220302,-0.27653598690556014,1.34418615071268,-0.7310033216115237,61.0,0.0,3,8,False,False,False,False,False
162.958958703106,-1.4120447501995084,1.396268398342326,0.8288546091984552,61.0,0.0,4,8,False,False,False,False,False
201.543109556297,-1.790547671297491,1.231341280848447,1.3488072528017814,5.0,0.0,5,8,False,False,False,False,False
83.0226725739551,-1.790547671297491,1.3059925024509393,1.3488072528017814,5.0,0.0,6,8,False,False,False,False,False
165.829031676714,-1.790547671297491,1.130648935431131,1.0888309310001183,5.0,0.0,0,8,False,False,False,False,False
118.473650434102,-1.4120447501995084,1.2643267043472224,0.3089019655951289,61.0,0.0,1,8,False,False,False,False,False
108.876991442649,-1.790547671297491,1.293839978004022,-0.9909796434131868,61.0,0.0,2,8,False,False,False,False,False
178.178023803315,-0.6550389080035429,1.1428014598780483,0.048925643793465735,61.0,0.0,3,8,False,False,False,False,False
133.150828452892,0.48046985529040537,1.0837749125644498,-0.7310033216115237,5.0,0.0,4,8,False,False,False,False,False
130.821314898435,0.10196693419242261,0.8841262966508066,1.3488072528017814,21.0,0.0,5,8,False,False,False,False,False
95.9704314892471,0.8589727763883881,0.5386473873741543,1.3488072528017814,61.0,0.0,6,9,False,False,False,False,False
138.408723210465,0.8589727763883881,0.6376036578704816,1.6087835746034447,63.0,0.0,0,9,False,False,False,False,False
138.825618927843,0.8589727763883881,0.8667655474409245,0.048925643793465735,21.0,0.0,1,9,False,False,False,False,False
100.221969526295,0.8589727763883881,0.8528769480730187,-1.5109322870165132,61.0,0.0,2,9,False,False,False,False,False
173.658100347255,-1.790547671297491,1.3493943754756443,-0.7310033216115237,61.0,0.0,3,9,False,False,False,False,False
171.415179710314,-1.790547671297491,1.7660523565128128,-0.47102699980986057,61.0,0.0,4,9,False,False,False,False,False
186.034060963767,0.48046985529040537,1.4969607437596415,-0.9909796434131868,61.0,0.0,5,9,False,False,False,False,False
88.8925958109828,0.8589727763883881,1.1358571601940959,-0.7310033216115237,61.0,0.0,6,9,False,False,False,False,False
169.359968504942,1.2374756974863708,-0.056826310524799084,0.048925643793465735,63.0,0.0,0,9,False,False,False,False,False
89.6944536084346,0.48046985529040537,0.22268175175430155,0.048925643793465735,65.0,0.0,1,9,False,False,False,False,False
103.363686559795,0.48046985529040537,0.2660836247790066,-0.7310033216115237,61.0,0.0,2,9,False,False,False,False,False
106.474399987548,0.48046985529040537,0.5733688857939183,-1.25095596521485,61.0,0.0,3,9,False,False,False,False,False
122.564626199915,0.48046985529040537,0.7573928274186676,-1.5109322870165132,21.0,0.0,4,9,False,False,False,False,False
174.938807466572,0.10196693419242261,0.7834339512334907,-0.2110506780081974,63.0,0.0,5,9,False,False,False,False,False
55.1960062296304,0.8589727763883881,0.39976139369509817,-0.2110506780081974,21.0,0.0,6,9,False,False,False,False,False
146.760234890658,-0.6550389080035429,0.16018305459872614,0.568878287396792,21.0,0.0,0,9,False,False,False,False,False
136.118044538363,0.10196693419242261,0.16018305459872614,-0.2110506780081974,63.0,0.0,1,9,False,False,False,False,False
152.255085210606,-0.27653598690556014,0.14803053015180892,-0.47102699980986057,61.0,0.0,2,9,False,False,False,False,False
148.674992078993,0.10196693419242261,0.3962892438531217,0.048925643793465735,63.0,0.0,3,9,False,False,False,False,False
110.159250328825,0.8589727763883881,0.21400137714936054,-1.25095596521485,61.0,0.0,4,9,False,False,False,False,False
178.263887943827,0.8589727763883881,0.4674683156136379,-0.47102699980986057,61.0,0.0,5,9,False,False,False,False,False
86.6668973821597,0.48046985529040537,0.7157270293149507,0.8288546091984552,21.0,0.0,6,9,False,False,False,False,False
111.128410563554,0.8589727763883881,0.7400320782087856,0.8288546091984552,21.0,0.0,0,9,False,False,False,False,False
139.64144576808,1.2374756974863708,0.5212866381642723,-0.2110506780081974,61.0,0.0,1,9,False,False,False,False,False
117.94119333604,0.48046985529040537,0.21573745207034864,-0.9909796434131868,61.0,0.0,2,9,False,False,False,False,False
203.314345156607,-1.4120447501995084,0.13935015554686792,0.3089019655951289,61.0,0.0,3,9,False,False,False,False,False
135.507291692088,0.10196693419242261,0.1428223053888441,-0.7310033216115237,21.0,0.0,4,9,False,False,False,False,False
134.613756840197,-1.790547671297491,0.15497482983576158,-0.7310033216115237,61.0,0.0,5,9,False,False,False,False,False
68.6316896995448,-0.6550389080035429,0.3042772730407471,0.3089019655951289,61.0,0.0,6,9,False,False,False,False,False
156.502435955326,-1.4120447501995084,0.11678118157402109,0.8288546091984552,61.0,0.0,0,9,False,False,False,False,False
123.397540137977,-1.790547671297491,0.12893370602093854,0.568878287396792,5.0,0.0,1,10,False,False,False,False,False
196.720969158391,-1.4120447501995084,0.09942043236413907,-0.2110506780081974,61.0,0.0,2,10,False,False,False,False,False
75.2337302417469,-1.790547671297491,-0.03078518670997606,0.3089019655951289,5.0,0.0,3,10,False,False,False,False,False
156.066122625816,0.10196693419242261,-0.10890855815444514,-0.7310033216115237,63.0,0.0,4,10,False,False,False,False,False
152.280762053885,0.8589727763883881,0.4987176641914255,-0.7310033216115237,20.0,0.0,5,10,False,False,False,False,False
92.4805772695364,0.8589727763883881,0.45357971624573235,-1.25095596521485,61.0,0.0,6,10,False,False,False,False,False
124.841544023845,-1.4120447501995084,0.5959378597667647,-0.9909796434131868,61.0,0.0,0,10,False,False,False,False,False
96.867100978839,0.48046985529040537,0.4344828921148622,-0.7310033216115237,61.0,0.0,1,10,False,False,False,False,False
149.761758936995,0.8589727763883881,0.3233740971716172,-0.2110506780081974,21.0,0.0,2,10,False,False,False,False,False
119.300284972145,0.10196693419242261,-0.14015790673223272,-1.25095596521485,61.0,0.0,3,10,False,False,False,False,False
123.2348187168,0.8589727763883881,0.26087540001604204,2.388712540008434,10.0,0.0,4,10,False,False,False,False,False
140.262421715801,1.2374756974863708,0.14455838030983245,2.648688861810097,63.0,0.0,5,10,False,False,False,False,False
42.9967926268111,0.10196693419242261,-0.15578258102112638,-1.5109322870165132,61.0,0.0,6,10,False,False,False,False,False
109.863744271226,-1.0335418291015257,0.07511538347030439,-1.25095596521485,61.0,0.0,0,10,False,False,False,False,False
130.431802598324,0.8589727763883881,-0.18355977975693777,-1.7709086088181762,63.0,0.0,1,10,False,False,False,False,False
146.070583461057,1.2374756974863708,0.04039388505054036,-0.9909796434131868,61.0,0.0,2,10,False,False,False,False,False
89.9411837855476,0.8589727763883881,0.002200236788799871,1.0888309310001183,65.0,0.0,3,10,False,False,False,False,False
111.233698203856,-1.4120447501995084,-0.40404129472243944,-0.47102699980986057,61.0,0.0,4,10,False,False,False,False,False
121.590860465012,0.8589727763883881,-0.3519590470927934,-0.47102699980986057,61.0,0.0,5,10,False,False,False,False,False
70.1419855298474,0.8589727763883881,0.4448993416407913,-0.7310033216115237,21.0,0.0,6,10,False,False,False,False,False
122.987868193302,0.8589727763883881,0.3164297974876643,-0.7310033216115237,61.0,0.0,0,10,False,False,False,False,False
111.927088663048,-1.0335418291015257,0.7851700261544787,-0.9909796434131868,61.0,0.0,1,10,False,False,False,False,False
125.816016210178,0.48046985529040537,0.7903782509174435,-0.47102699980986057,61.0,0.0,2,10,False,False,False,False,False
123.163406361057,0.10196693419242261,0.09768435744315096,0.3089019655951289,61.0,0.0,3,10,False,False,False,False,False
113.661858634409,0.8589727763883881,-0.013424437500094043,-0.9909796434131868,61.0,0.0,4,10,False,False,False,False,False
161.678805315967,0.10196693419242261,0.6653808566062928,-0.2110506780081974,21.0,0.0,5,10,False,False,False,False,False
102.355195816072,0.48046985529040537,0.4171221429049802,1.3488072528017814,65.0,0.0,6,10,False,False,False,False,False
112.285893935052,0.8589727763883881,-0.16793510546804385,1.6087835746034447,63.0,0.0,1,10,False,False,False,False,False
121.506077008915,0.48046985529040537,-0.21480912833472535,-0.2110506780081974,61.0,0.0,2,10,False,False,False,False,False
133.723541287582,0.10196693419242261,-0.11411678291740969,0.568878287396792,21.0,0.0,3,10,False,False,False,False,False
100.182160485504,1.2374756974863708,-0.18876800451990233,-0.47102699980986057,63.0,0.0,4,11,False,False,False,False,False
149.172348030766,1.2374756974863708,-0.4300824185372625,-2.0308849306198393,63.0,0.0,5,11,False,False,False,False,False
97.4532740046654,0.48046985529040537,-0.1783515549939732,1.0888309310001183,21.0,0.0,6,11,False,False,False,False,False
137.864260444157,0.8589727763883881,-0.7147987055793273,-0.9909796434131868,63.0,0.0,0,11,False,False,False,False,False
103.700267261952,-0.27653598690556014,-0.4283463436162741,0.3089019655951289,61.0,0.0,1,11,False,False,False,False,False
109.097001107423,-0.27653598690556014,-0.5342469137965545,0.3089019655951289,63.0,0.0,2,11,False,False,False,False,False
